Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Shorthorn,4.5,Male,479.6,Labored Breathing,Nasal Discharge,Labored Breathing,Lameness,19 hours,Yes,No,No,Yes,Yes,No,No,No,No,39.6°C,53,Respiratory Disease
Dog,Chihuahua,0.5,Male,1.8,Nasal Discharge,Fever,Skin Lesions,Labored Breathing,23 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,142,Parvovirus
Cow,Charolais,7.5,Female,567.4,Eye Discharge,Anorexia,Diarrhea,Fever,12 days,Yes,No,Yes,No,No,No,No,Yes,No,40.0°C,72,Bovine Viral Diarrhea
Cow,Simmental,7,Female,630.5,Vomiting,Lameness,Labored Breathing,Eye Discharge,9 days,Yes,No,No,Yes,No,No,No,Yes,Yes,40.7°C,78,Bovine Viral Diarrhea
Dog,Doberman Pinscher,2.5,Male,24.3,Anorexia,Fever,Eye Discharge,Skin Lesions,3 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,117,Lyme Disease
Cow,Charolais,8.2,Female,681,Nasal Discharge,Weakness,Lameness,Dehydration,8 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,48,Foot and Mouth Disease
Dog,Cocker Spaniel,0.3,Female,35.7,Nasal Discharge,Lameness,Eye Discharge,Fever,3 days,Yes,No,No,No,No,No,No,No,No,38.9°C,144,Gastroenteritis
Dog,Chihuahua,4.6,Male,5.1,Eye Discharge,Weakness,Vomiting,Nasal Discharge,4 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,40.0°C,60,Canine Distemper
Dog,Border Collie,0.6,Female,13,Eye Discharge,Coughing,Anorexia,Coughing,9 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,131,Kennel Cough
Dog,Dachshund,1.1,Male,1.2,Weakness,Skin Lesions,Diarrhea,Diarrhea,10 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,78,Gastroenteritis
Dog,Rottweiler,7.1,Male,58.1,Weakness,Coughing,Labored Breathing,Eye Discharge,4 weeks,No,No,No,No,Yes,No,No,Yes,No,39.9°C,86,Canine Distemper
Cow,Belted Galloway,8.3,Male,368.4,Vomiting,Nasal Discharge,Coughing,Anorexia,11 hours,No,No,No,Yes,No,No,No,Yes,No,40.3°C,77,Respiratory Disease
Cow,Jersey,1.3,Female,619.5,Lameness,Diarrhea,Rumen Issues,Dehydration,9 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,79,Foot and Mouth Disease
Dog,Corgi,5.9,Female,18.2,Nasal Discharge,Weakness,Eye_Discharge,Vomiting,5 days,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,86,Canine Distemper
Dog,Corgi,1,Male,10.6,Lethargy,Diarrhea,Weakness,Fever,2 weeks,Yes,Yes,Yes,Yes,No,No,No,No,No,39.4°C,112,Parvovirus
Dog,Siberian Husky,0.5,Female,23.9,Labored Breathing,Diarrhea,Coughing,Fever,9 days,No,Yes,No,No,No,No,No,No,No,38.9°C,146,Gastroenteritis
Dog,Doberman Pinscher,9.9,Male,26.1,Eye Discharge,Vomiting,Fever,Coughing,13 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,125,Lyme Disease
Dog,Siberian Husky,1,Male,25.5,Diarrhea,Lethargy,Coughing,Weakness,11 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,127,Parvovirus
Dog,Beagle,6,Female,11.5,Weakness,Coughing,Nasal_Discharge,Skin Lesions,1 days,No,No,No,Yes,No,No,No,No,No,38.5°C,124,Kennel Cough
Dog,Border Collie,7.9,Male,9.2,Eye_Discharge,Fever,Anorexia,Vomiting,12 days,No,Yes,Yes,No,No,No,No,Yes,No,39.1°C,121,Canine Distemper
Cow,Brahman,0.9,Male,583.3,Lameness,Eye Discharge,Skin Lesions,Diarrhea,12 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,130,Bovine Viral Diarrhea
Cow,Jersey,7.2,Male,421.7,Dehydration,Weakness,Labored Breathing,Vomiting,5 days,Yes,No,No,No,No,No,Yes,No,No,40.5°C,53,Mastitis
Cow,Red Angus,5.8,Male,711.5,Reduced Appetite,Fever,Skin Lesions,Lameness,14 days,Yes,No,No,No,No,No,No,No,No,39.4°C,59,Mastitis
Dog,Husky,5.3,Female,24.2,Labored Breathing,Diarrhea,Loss of Appetite,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,71,Lyme Disease
Cow,Ayrshire,10.9,Male,533.2,Eye Discharge,Coughing,Fever,Anorexia,14 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,40.5°C,68,Respiratory Disease
Cow,Red Angus,4.8,Female,528.5,Nasal Discharge,Reduced Appetite,Eye Discharge,Vomiting,8 hours,Yes,No,No,No,No,No,No,No,No,39.6°C,67,Mastitis
Dog,Poodle,4.2,Female,23.2,Vomiting,Coughing,Anorexia,Diarrhea,18 hours,Yes,No,No,Yes,No,No,No,No,No,39.4°C,61,Kennel Cough
Cow,Holstein,6.4,Male,472.4,Fever,Coughing,Vomiting,Diarrhea,13 days,Yes,No,Yes,No,No,No,No,Yes,No,39.4°C,58,Bovine Viral Diarrhea
Dog,Dachshund,2.9,Male,13.7,Skin Lesions,Fever,Diarrhea,Lameness,13 days,No,No,No,No,No,Yes,No,No,No,38.8°C,100,Lyme Disease
Cow,Holstein,8.3,Male,537.5,Fever,Vomiting,Eye Discharge,Coughing,9 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.3°C,80,Bovine Viral Diarrhea
Cow,Aberdeen Angus,9.3,Female,556.1,Nasal Discharge,Weakness,Dehydration,Lameness,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,82,Respiratory Disease
Cow,Angus,6.7,Male,620.7,Skin Lesions,Coughing,Diarrhea,Labored Breathing,7 days,No,No,Yes,No,No,No,No,No,No,38.7°C,82,Parasitic Infection
Dog,Husky,0.6,Male,25.9,Eye Discharge,Anorexia,Coughing,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,Yes,No,39.2°C,158,Parvovirus
Cow,Guernsey,2.6,Male,711.5,Anorexia,Fever,Labored Breathing,Weight Loss,13 days,Yes,No,No,No,No,No,No,No,No,38.6°C,80,Parasitic Infection
Dog,Shih Tzu,3,Male,4.6,Weakness,Fever,Lameness,Loss of Appetite,7 weeks,Yes,No,No,No,No,Yes,No,No,No,39.1°C,66,Lyme Disease
Dog,Labrador,3.2,Male,26.4,Fever,Diarrhea,Coughing,Anorexia,13 hours,Yes,No,No,No,No,No,No,No,No,38.9°C,95,Lyme Disease
Cow,Brahman,1,Female,561,Coughing,Coughing,Lameness,Diarrhea,2 days,No,No,No,Yes,No,No,No,Yes,No,40.2°C,74,Respiratory Disease
Dog,Doberman Pinscher,10.5,Male,5.2,Coughing,Loss of Appetite,Fever,Lameness,5 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,93,Lyme Disease
Cow,Guernsey,5.6,Male,666.3,Anorexia,Fever,Lameness,Weakness,6 days,Yes,No,No,No,No,No,No,Yes,No,40.1°C,49,Mastitis
Dog,Boxer,7.9,Male,31.3,Appetite Loss,Vomiting,Lethargy,Anorexia,20 hours,Yes,No,Yes,No,No,No,No,No,No,38.7°C,126,Gastroenteritis
Dog,Labrador,3.5,Female,15.1,Weakness,Nasal Discharge,Lameness,Nasal_Discharge,12 days,No,No,No,Yes,Yes,No,No,No,Yes,38.1°C,124,Kennel Cough
Cow,Red Poll,6.5,Male,616.7,Skin Lesions,Nasal Discharge,Nasal Discharge,Labored Breathing,18 hours,No,No,No,Yes,Yes,No,No,No,Yes,39.3°C,75,Respiratory Disease
Cow,Shorthorn,6.9,Male,564.6,Reduced Appetite,Swollen Udder,Dehydration,Skin Lesions,14 days,Yes,No,No,No,No,No,No,No,No,39.5°C,69,Mastitis
Cow,Brahman,9.4,Female,566.9,Dehydration,Diarrhea,Vomiting,Weakness,13 days,Yes,No,Yes,No,No,No,No,Yes,Yes,40.1°C,68,Bovine Viral Diarrhea
Dog,Siberian Husky,4.4,Female,27,Weakness,Coughing,Eye Discharge,Eye_Discharge,9 days,No,No,No,Yes,No,No,No,No,No,38.7°C,85,Kennel Cough
Cow,Red Angus,9.3,Male,589.5,Weakness,Labored Breathing,Skin Lesions,Dehydration,2 days,No,No,No,Yes,No,No,Yes,No,No,39.2°C,49,Foot and Mouth Disease
Cow,Hereford,4,Female,475.4,Diarrhea,Lameness,Weakness,Vomiting,10 days,Yes,No,No,No,No,No,No,No,No,38.8°C,69,Parasitic Infection
Cow,Aberdeen Angus,4.7,Male,512.1,Fever,Dehydration,Coughing,Vomiting,6 days,Yes,No,No,No,No,Yes,Yes,No,No,39.8°C,69,Foot and Mouth Disease
Dog,Labrador,4.3,Male,36.2,Nasal Discharge,Lameness,Loss of Appetite,Lameness,1 days,No,No,No,No,No,Yes,No,No,No,38.9°C,63,Lyme Disease
Dog,Husky,0.3,Male,24.2,Diarrhea,Lethargy,Fever,Dehydration,8 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,152,Parvovirus
Dog,Poodle,0.4,Male,21.1,Lameness,Fever,Anorexia,Labored Breathing,12 days,No,No,Yes,No,No,No,No,No,No,39.1°C,122,Parvovirus
Cow,Brown Swiss,9,Female,288.3,Diarrhea,Nasal Discharge,Coughing,Lameness,7 hours,No,No,No,No,No,No,No,No,No,38.7°C,51,Parasitic Infection
Dog,Yorkshire Terrier,3.5,Female,4.5,Weakness,Eye_Discharge,Nasal_Discharge,Nasal Discharge,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.7°C,104,Canine Distemper
Cow,Angus,0.8,Female,519.7,Nasal Discharge,Coughing,Coughing,Anorexia,11 days,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,107,Respiratory Disease
Cow,Angus,4.7,Female,671.6,Fever,Skin Lesions,Labored Breathing,Anorexia,8 hours,No,No,Yes,No,No,No,No,No,No,40.0°C,50,Mastitis
Cow,Shorthorn,7.6,Male,537.2,Nasal Discharge,Eye Discharge,Diarrhea,Nasal Discharge,9 days,No,No,No,Yes,No,No,No,Yes,No,40.3°C,70,Respiratory Disease
Dog,Boxer,5.1,Male,24.5,Weakness,Coughing,Fever,Lethargy,1 days,No,Yes,Yes,No,No,No,No,No,No,38.4°C,71,Gastroenteritis
Cow,Holstein,5.3,Male,467,Vomiting,Weight Loss,Labored Breathing,Coughing,11 days,No,Yes,No,No,No,No,No,No,No,39.0°C,71,Parasitic Infection
Dog,Husky,9,Male,35.2,Fever,Dehydration,Lameness,Anorexia,3 days,No,No,No,No,No,Yes,No,No,No,38.6°C,118,Lyme Disease
Cow,Simmental,4.8,Male,589.4,Lameness,Anorexia,Anemia,Diarrhea,4 weeks,No,No,No,No,No,No,No,No,No,38.8°C,65,Parasitic Infection
Cow,Holstein,6.6,Female,568.1,Skin Lesions,Labored Breathing,Diarrhea,Anorexia,9 days,No,No,Yes,No,No,No,No,Yes,No,40.3°C,78,Bovine Viral Diarrhea
Cow,Shorthorn,8.6,Male,526.6,Labored Breathing,Weight Loss,Eye Discharge,Anemia,10 days,Yes,No,No,No,No,No,No,No,No,38.8°C,48,Parasitic Infection
Dog,Corgi,8.1,Female,12.3,Coughing,Skin Lesions,Appetite Loss,Dehydration,21 hours,Yes,No,Yes,No,No,No,No,No,No,38.9°C,116,Gastroenteritis
Dog,Boxer,4.6,Male,27.7,Weakness,Lameness,Labored Breathing,Eye Discharge,2 days,Yes,No,No,Yes,No,No,No,Yes,Yes,38.2°C,61,Kennel Cough
Dog,Labrador,0.3,Male,37.2,Dehydration,Lethargy,Skin Lesions,Diarrhea,11 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,128,Parvovirus
Cow,Aberdeen Angus,4.7,Female,493.7,Reduced Appetite,Anorexia,Vomiting,Swollen Udder,19 hours,No,No,No,No,No,No,No,No,No,40.4°C,77,Mastitis
Cow,Brahman,1.5,Male,554.2,Diarrhea,Eye Discharge,Anorexia,Dehydration,6 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.9°C,66,Bovine Viral Diarrhea
Cow,Dexter,10,Male,481.2,Eye Discharge,Vomiting,Fever,Anorexia,12 days,Yes,No,No,No,No,No,No,No,No,40.0°C,64,Mastitis
Cow,Jersey,3,Male,593.2,Anorexia,Dehydration,Vomiting,Eye Discharge,8 days,Yes,No,Yes,No,No,No,No,Yes,No,40.2°C,57,Bovine Viral Diarrhea
Dog,Dalmatian,3.1,Female,25.3,Labored Breathing,Anorexia,Eye Discharge,Vomiting,4 days,Yes,No,No,Yes,No,No,No,Yes,Yes,40.9°C,121,Canine Distemper
Cow,Guernsey,3.8,Male,553.2,Nasal Discharge,Labored Breathing,Weakness,Dehydration,21 hours,Yes,No,No,No,No,No,No,No,No,39.1°C,53,Mastitis
Dog,Poodle,10.5,Male,18.7,Nasal Discharge,Labored Breathing,Weakness,Lameness,14 days,No,No,No,No,No,Yes,No,No,No,38.8°C,87,Lyme Disease
Dog,Rottweiler,10.8,Female,48.2,Dehydration,Lameness,Weakness,Fever,14 days,Yes,No,No,No,No,Yes,No,No,No,38.9°C,121,Lyme Disease
Cow,Guernsey,2.8,Male,490.3,Fever,Skin Lesions,Lameness,Nasal Discharge,16 hours,Yes,No,No,No,No,Yes,Yes,No,No,38.5°C,76,Foot and Mouth Disease
Dog,Border Collie,0.8,Male,8.5,Labored Breathing,Diarrhea,Vomiting,Coughing,3 days,Yes,Yes,Yes,No,No,No,No,No,No,40.4°C,125,Parvovirus
Cow,Ayrshire,0.9,Male,546.1,Lameness,Skin Lesions,Lameness,Vomiting,1 days,Yes,No,No,No,No,No,Yes,No,No,39.9°C,112,Foot and Mouth Disease
Cow,Brown Swiss,4.3,Female,526.9,Weakness,Eye Discharge,Skin Lesions,Vomiting,5 days,No,No,No,No,No,Yes,Yes,No,No,39.7°C,62,Foot and Mouth Disease
Dog,Labrador Retriever,0.4,Male,34.5,Eye Discharge,Eye_Discharge,Dehydration,Fever,12 hours,No,No,No,Yes,No,No,No,No,No,39.5°C,144,Kennel Cough
Cow,Charolais,2.1,Female,595.7,Vomiting,Labored Breathing,Coughing,Diarrhea,2 weeks,No,No,No,Yes,Yes,No,No,No,No,39.9°C,74,Respiratory Disease
Dog,Labrador,0.9,Male,37.3,Lethargy,Lameness,Fever,Eye Discharge,21 hours,No,Yes,Yes,No,No,No,No,No,No,39.9°C,158,Parvovirus
Cow,Simmental,6.3,Male,641,Nasal Discharge,Skin Lesions,Weakness,Rumen Issues,11 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,50,Foot and Mouth Disease
Cow,Shorthorn,1,Male,507.9,Coughing,Anorexia,Dehydration,Nasal Discharge,10 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.0°C,62,Respiratory Disease
Cow,Angus,0.9,Male,516.8,Diarrhea,Respiratory Signs,Coughing,Fever,7 weeks,Yes,No,Yes,No,No,No,No,No,Yes,40.3°C,131,Bovine Viral Diarrhea
Cow,Holstein,6.1,Male,576.5,Vomiting,Nasal Discharge,Labored Breathing,Lameness,14 hours,Yes,No,Yes,No,No,Yes,Yes,No,No,39.5°C,52,Foot and Mouth Disease
Cow,Brown Swiss,2.1,Male,511,Lameness,Vomiting,Diarrhea,Nasal Discharge,13 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.6°C,61,Respiratory Disease
Cow,Shorthorn,8.6,Female,591.1,Diarrhea,Nasal Discharge,Swollen Udder,Fever,8 days,Yes,No,No,No,No,No,No,No,No,40.2°C,50,Mastitis
Dog,Rottweiler,10.5,Female,62.3,Vomiting,Appetite Loss,Labored Breathing,Skin Lesions,11 hours,Yes,Yes,No,No,No,No,No,No,No,38.5°C,60,Gastroenteritis
Cow,Ayrshire,7.5,Female,674.8,Fever,Fever,Eye Discharge,Rumen Issues,12 days,Yes,No,No,No,No,No,Yes,No,No,39.7°C,48,Foot and Mouth Disease
Cow,Ayrshire,4.1,Male,489.5,Fever,Coughing,Anorexia,Vomiting,12 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.7°C,73,Respiratory Disease
Dog,Yorkshire Terrier,0.2,Female,4.1,Lameness,Lethargy,Diarrhea,Vomiting,11 days,No,Yes,Yes,No,No,No,No,No,No,38.8°C,127,Gastroenteritis
Dog,Akita,0.8,Male,29.6,Fever,Skin Lesions,Lameness,Fever,1 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,121,Parvovirus
Dog,Labrador Retriever,0.4,Female,25.7,Fever,Labored Breathing,Fever,Anorexia,7 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,129,Parvovirus
Dog,Poodle,0.7,Male,25,Diarrhea,Lethargy,Lameness,Fever,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,152,Parvovirus
Dog,Corgi,0.2,Female,7.3,Fever,Weakness,Diarrhea,Eye Discharge,14 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,152,Parvovirus
Cow,Guernsey,5.8,Male,509.3,Nasal Discharge,Fever,Lameness,Dehydration,5 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.0°C,70,Respiratory Disease
Cow,Brahman,10.9,Male,625.8,Coughing,Fever,Dehydration,Anorexia,10 days,Yes,No,No,No,No,No,No,No,No,39.8°C,67,Mastitis
Dog,Golden Retriever,11.8,Female,38.8,Lameness,Lameness,Labored Breathing,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,38.1°C,121,Lyme Disease
Cow,Jersey,4.3,Female,600.1,Anorexia,Nasal Discharge,Diarrhea,Dehydration,8 days,No,No,No,No,No,No,No,No,Yes,39.1°C,80,Bovine Viral Diarrhea
Dog,Akita,7.4,Female,36.2,Lameness,Coughing,Labored Breathing,Lethargy,12 days,No,Yes,Yes,No,No,No,No,No,No,39.7°C,65,Gastroenteritis
Cow,Holstein,5.8,Male,577.9,Lameness,Diarrhea,Weakness,Fever,4 days,Yes,No,No,Yes,No,No,No,Yes,Yes,38.7°C,52,Respiratory Disease
Cow,Hereford,0.1,Female,578.5,Dehydration,Diarrhea,Weight Loss,Diarrhea,10 days,Yes,No,Yes,No,No,No,No,No,No,39.0°C,125,Parasitic Infection
Dog,Labrador Retriever,0.9,Male,10.2,Dehydration,Skin Lesions,Lameness,Labored Breathing,9 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,157,Parvovirus
Dog,Chihuahua,8.4,Male,4.3,Nasal Discharge,Lameness,Skin Lesions,Anorexia,3 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,118,Lyme Disease
Dog,German Shepherd,7.7,Male,19.4,Vomiting,Lameness,Eye Discharge,Nasal Discharge,8 weeks,No,No,No,Yes,Yes,No,No,Yes,No,38.9°C,125,Kennel Cough
Cow,Jersey,11.8,Female,565.2,Skin Lesions,Labored Breathing,Coughing,Labored Breathing,10 days,No,No,No,Yes,Yes,No,No,No,Yes,40.4°C,81,Respiratory Disease
Dog,Akita,9.3,Female,-7.9,Nasal_Discharge,Fever,Anorexia,Weakness,13 days,No,No,No,Yes,No,No,No,No,No,38.9°C,95,Kennel Cough
Dog,Boxer,10.5,Male,27.3,Fever,Vomiting,Diarrhea,Skin Lesions,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,103,Gastroenteritis
Cow,Guernsey,10.1,Female,550.9,Lameness,Weakness,Anorexia,Diarrhea,6 days,Yes,No,No,No,Yes,No,No,No,No,38.2°C,48,Parasitic Infection
Dog,Dachshund,3.6,Male,16.3,Loss of Appetite,Dehydration,Eye Discharge,Fever,10 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,102,Lyme Disease
Dog,Akita,1.6,Male,39.1,Coughing,Skin Lesions,Anorexia,Eye Discharge,6 days,No,Yes,No,No,No,No,No,Yes,No,39.4°C,90,Canine Distemper
Dog,Rottweiler,3.9,Female,56.2,Coughing,Anorexia,Eye Discharge,Diarrhea,13 days,Yes,No,No,No,No,Yes,No,No,No,39.1°C,74,Lyme Disease
Dog,Beagle,9.6,Female,10.6,Eye Discharge,Loss of Appetite,Lethargy,Vomiting,8 days,Yes,No,No,No,No,Yes,No,No,No,39.4°C,114,Lyme Disease
Dog,German Shepherd,0.3,Male,21.3,Eye Discharge,Diarrhea,Diarrhea,Skin Lesions,10 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,133,Parvovirus
Cow,Aberdeen Angus,1.8,Male,609.8,Nasal Discharge,Lameness,Labored Breathing,Anorexia,2 days,No,No,Yes,Yes,Yes,No,No,Yes,No,39.9°C,52,Bovine Viral Diarrhea
Dog,Dalmatian,0.8,Female,32.8,Anorexia,Diarrhea,Fever,Labored Breathing,1 days,Yes,Yes,No,No,No,No,No,No,No,39.4°C,130,Parvovirus
Cow,Simmental,5.7,Male,550.3,Lameness,Anorexia,Nasal Discharge,Weakness,12 days,Yes,No,No,No,No,No,No,Yes,No,40.2°C,70,Respiratory Disease
Cow,Aberdeen Angus,11.8,Female,440.4,Vomiting,Diarrhea,Labored Breathing,Weakness,5 days,Yes,No,No,Yes,No,No,No,Yes,Yes,38.9°C,53,Respiratory Disease
Cow,Belted Galloway,0.5,Female,563.3,Eye Discharge,Fever,Lameness,Dehydration,8 days,Yes,No,No,No,No,Yes,No,No,No,39.9°C,123,Foot and Mouth Disease
Dog,Labrador Retriever,6.5,Female,28.2,Labored Breathing,Lethargy,Dehydration,Vomiting,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,126,Gastroenteritis
Cow,Jersey,11.1,Male,496.4,Dehydration,Weakness,Diarrhea,Eye Discharge,3 days,Yes,No,No,No,No,Yes,Yes,No,Yes,40.0°C,53,Foot and Mouth Disease
Cow,Brahman,11.4,Male,404.6,Anorexia,Coughing,Nasal Discharge,Weakness,3 days,No,No,No,Yes,Yes,No,No,Yes,Yes,40.3°C,80,Respiratory Disease
Dog,Bulldog,0.5,Male,14.8,Nasal Discharge,Skin Lesions,Eye Discharge,Anorexia,9 days,Yes,No,No,Yes,Yes,No,Yes,No,No,39.8°C,127,Canine Distemper
Dog,Doberman Pinscher,3.3,Male,15.9,Coughing,Eye Discharge,Nasal_Discharge,Nasal Discharge,23 hours,No,No,No,Yes,No,Yes,No,Yes,Yes,38.8°C,103,Kennel Cough
Dog,Poodle,4.7,Male,28.2,Vomiting,Skin Lesions,Nasal Discharge,Diarrhea,2 days,Yes,Yes,No,No,No,No,No,No,No,38.5°C,111,Gastroenteritis
Cow,Red Angus,2.8,Female,503.3,Labored Breathing,Labored Breathing,Nasal Discharge,Coughing,6 days,No,No,No,Yes,Yes,No,No,No,Yes,39.9°C,79,Respiratory Disease
Dog,Dalmatian,3.1,Female,39.3,Anorexia,Lameness,Eye Discharge,Diarrhea,11 days,No,No,Yes,No,Yes,No,No,No,No,38.2°C,67,Gastroenteritis
Cow,Charolais,3.9,Female,427.7,Skin Lesions,Nasal Discharge,Fever,Vomiting,1 days,Yes,No,No,No,No,No,No,No,No,39.4°C,69,Parasitic Infection
Dog,Golden Retriever,10,Female,26.4,Appetite Loss,Vomiting,Coughing,Diarrhea,1 days,Yes,No,Yes,No,No,No,No,No,No,38.2°C,82,Gastroenteritis
Cow,Ayrshire,9.1,Female,486.2,Fever,Fever,Skin Lesions,Coughing,18 hours,No,No,No,No,Yes,No,No,No,No,39.2°C,78,Bovine Viral Diarrhea
Cow,Guernsey,11.9,Male,626.7,Diarrhea,Vomiting,Dehydration,Weight Loss,6 weeks,No,No,Yes,No,No,No,No,No,No,38.7°C,75,Parasitic Infection
Cow,Brown Swiss,3.6,Female,615,Lameness,Fever,Anorexia,Rumen Issues,10 days,Yes,No,No,No,No,No,Yes,No,No,39.4°C,78,Foot and Mouth Disease
Cow,Aberdeen Angus,4.9,Female,663.1,Eye Discharge,Vomiting,Weakness,Anorexia,9 days,Yes,No,No,No,No,No,No,Yes,No,39.4°C,81,Bovine Viral Diarrhea
Cow,Simmental,2.7,Female,547.8,Lameness,Fever,Diarrhea,Anorexia,10 days,Yes,No,No,No,No,Yes,Yes,No,No,40.7°C,67,Foot and Mouth Disease
Dog,Labrador,4.9,Female,22.7,Weakness,Nasal Discharge,Nasal_Discharge,Anorexia,14 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.2°C,125,Canine Distemper
Dog,Dalmatian,10.3,Male,32.6,Diarrhea,Coughing,Vomiting,Nasal Discharge,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,69,Gastroenteritis
Cow,Brown Swiss,9.6,Male,543.6,Fever,Vomiting,Lameness,Dehydration,9 days,Yes,No,No,No,No,No,No,No,No,38.9°C,58,Parasitic Infection
Dog,Border Collie,11,Female,14.2,Labored Breathing,Vomiting,Eye Discharge,Dehydration,6 days,No,Yes,No,Yes,No,No,No,No,No,38.9°C,92,Gastroenteritis
Cow,Ayrshire,5.7,Female,481.3,Fever,Skin Lesions,Vomiting,Labored Breathing,5 days,No,No,Yes,No,No,No,No,No,No,38.7°C,81,Parasitic Infection
Dog,Golden Retriever,2,Female,19.8,Appetite Loss,Fever,Diarrhea,Dehydration,14 days,Yes,Yes,Yes,No,No,No,No,No,No,38.2°C,105,Gastroenteritis
Cow,Simmental,7.6,Male,581.2,Dehydration,Nasal Discharge,Diarrhea,Skin Lesions,1 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,75,Respiratory Disease
Dog,Shih Tzu,5.9,Male,3.8,Anorexia,Vomiting,Lameness,Skin Lesions,10 days,No,No,No,Yes,No,No,No,No,Yes,39.3°C,83,Kennel Cough
Cow,Angus,7.9,Male,421,Skin Lesions,Vomiting,Fever,Eye Discharge,6 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,80,Bovine Viral Diarrhea
Dog,Doberman Pinscher,4.1,Male,7.5,Skin Lesions,Nasal_Discharge,Coughing,Vomiting,6 days,No,No,No,No,No,No,No,Yes,Yes,39.2°C,115,Canine Distemper
Dog,Golden Retriever,0.2,Female,26.7,Lethargy,Fever,Labored Breathing,Diarrhea,1 days,Yes,Yes,Yes,No,No,No,No,No,No,39.8°C,153,Parvovirus
Cow,Holstein,1,Female,414,Coughing,Fever,Weakness,Lameness,7 days,Yes,No,No,No,No,No,No,No,No,38.7°C,50,Bovine Viral Diarrhea
Dog,Boxer,4.1,Female,29.8,Nasal Discharge,Fever,Vomiting,Eye Discharge,2 days,Yes,Yes,Yes,No,Yes,No,No,No,No,39.1°C,82,Gastroenteritis
Dog,Rottweiler,3.2,Female,56.7,Vomiting,Labored Breathing,Weakness,Fever,11 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.2°C,121,Canine Distemper
Cow,Hereford,6.7,Male,699.3,Skin Lesions,Diarrhea,Fever,Diarrhea,7 weeks,Yes,No,Yes,No,No,No,No,Yes,Yes,39.2°C,54,Bovine Viral Diarrhea
Dog,Rottweiler,8.7,Female,92.1,Vomiting,Nasal Discharge,Loss of Appetite,Fever,7 days,Yes,No,No,No,No,Yes,No,No,No,38.9°C,112,Lyme Disease
Cow,Red Poll,1.8,Female,572.7,Labored Breathing,Fever,Respiratory Signs,Vomiting,12 days,Yes,Yes,Yes,No,No,No,No,No,Yes,39.6°C,61,Bovine Viral Diarrhea
Dog,Shih Tzu,3.9,Female,5.4,Weakness,Labored Breathing,Vomiting,Vomiting,11 days,Yes,No,No,No,No,No,No,Yes,Yes,39.3°C,73,Canine Distemper
Dog,Boxer,4.2,Male,17.9,Vomiting,Nasal_Discharge,Skin Lesions,Lameness,12 days,Yes,No,Yes,No,No,Yes,No,Yes,No,38.7°C,84,Canine Distemper
